start_time,end_time,text
1312.648,1315.152,"must have electrocuted us,
and now we're..."
1316.788,1320.154,"- Oh, my God, Bethany!
- Oh, my God, oh, my God!"
1320.156,1321.523,Stop it!
1328.465,1331.401,"Oh, my God! You better get
in there and go save her."
1331.403,1333.3,"I'm not getting in there!
You get in."
1333.303,1335.337,"I'm not going anywhere.
I got a backpack on."
1335.338,1338.075,"You don't get in water with a
backpack. Everybody knows that."
1346.415,1347.347,Ow!
1347.349,1348.549,What the...?
1348.551,1351.155,"- Bethany!
- What just...?"
1352.558,1353.788,Are you okay?
1353.79,1356.156,That was so intense.
1356.16,1358.126,"I, like, can't even
with this place."
1358.128,1360.431,"- What just happened to you?
- I got eaten by a rhino,"
1360.432,1363.164,"and then I fell, like,
a thousand feet from the sky."
1363.166,1364.865,"Yeah, that's what
it looked like."
1364.867,1366.769,"That was a hippo.
They're omnivorous."
1366.771,1369.269,"They're fast as a horse
over short distances,"
1369.271,1371.643,"and they have the bite force
of 8100 newtons."
1372.673,1373.576,How do I know this?
1373.577,1375.113,You're an expert in zoology.
1375.115,1376.877,"- What?
- I'm still an old fat guy, right?"
1376.88,1379.414,"- I'm afraid so.
- Wait."
1379.416,1383.685,"Why is everybody okay with this?
I mean, she fell out of the sky."
1383.689,1385.29,"Um, guys?"
1388.858,1392.894,"Bethany, get up.
Bethany, get up. Get up!"
1398.703,1400.238,"Go, go, go!"
1400.24,1402.44,"Go, go, go!"
1405.242,1409.347,"Ah! Dr. Bravestone!
Welcome to Jumanji!"
1411.183,1413.75,"Don't just stand there.
In you go."
1413.751,1415.519,"- Go, go, go.
- Yeah."
1427.5,1428.83,Dr. Bravestone.
1428.834,1431.866,"Famed archaeologist
and international explorer."
1431.868,1433.502,"Known across
the seven continents"
1433.505,1435.373,for your courageous exploits.
1435.375,1437.338,Is there a seat belt?
1437.34,1440.442,"I can't tell you what an honor
it is to finally meet you."
1440.444,1443.779,"I'm not embarrassed to say
you're more dashing in person."
1443.78,1445.816,"Um, thanks."
1445.817,1446.915,Who are you?
1446.917,1448.551,"Nigel Billingsly
at your service,"
1448.555,1450.819,"Ruby Roundhouse, killer of men."
1450.821,1452.52,Welcome to Jumanji.
1452.522,1455.759,"I've been so anxious
for your arrival."
1455.76,1457.859,"As you know,
Jumanji is in grave danger."
1457.863,1460.763,"We're counting on the four
of you to lift the curse."
1460.767,1462.5,"- Curse?
- What curse?"
1462.501,1465.67,"Excuse me.
Have you seen my phone anywhere?"
1465.672,1468.27,Professor Sheldon Oberon.
1468.272,1469.807,Welcome to Jumanji.
1469.808,1471.74,"Nigel Billingsly
at your service."
1471.742,1474.346,"I've been so anxious
for your arrival."
1474.346,1475.878,What's with this guy?
1475.882,1477.682,I think he's an NPC.
1477.683,1479.215,"A what? English, please."
1479.219,1481.318,"A non-player character.
He's part of the game."
1481.32,1482.684,"So anything we ask him,"
1482.686,1484.989,"he only has his programmed
series of responses."
1484.99,1486.722,Got it. It's all clear now.
1486.724,1488.924,"Franklin ""Mouse"" Finbar."
1488.926,1490.491,Welcome to Jumanji.
1490.493,1492.328,It's Moose. It's not Mouse.
1492.33,1494.83,"No, good sir.
I'm quite sure it's Mouse."
1494.834,1496.398,"- Mouse?
- A nickname given"
1496.402,1499.269,"for your diminutive stature
and adorable manner."
1499.271,1500.436,I knew you'd be here.
1500.44,1502.27,"Dr. Bravestone
doesn't go anywhere"
1502.272,1503.973,without his trusty sidekick.
1503.976,1505.576,Sidekick?
1505.577,1507.577,"Ever since Dr. Bravestone
rescued you"
1507.579,1508.98,from the clutches of a warlord
1508.981,1511.817,"in the jungles of Peru,
you've never left his side."
1511.817,1512.982,Right.
1512.984,1514.72,"Can we go back
to the curse thing?"
1514.721,1517.253,"It's all documented
in the letter I sent you."
1517.257,1518.856,"Perhaps you should
read it aloud."
1518.857,1520.426,I don't have a let...
1523.829,1524.763,Whoa.
1528.701,1530.402,"Right, uh..."
1530.403,1532.738,"""Dr. Bravestone,
I am writing to you"
1532.74,1534.838,"""regarding
the desperate situation"
1534.84,1537.643,"In Jumanji.
We need your help at once."""
1537.644,1540.609,"- Whoa... Guys?
- What's happening?"
1540.613,1542.579,What the hell is going on?
1542.582,1544.949,"It's a cut scene.
A lot of games have them."
1544.951,1547.75,"It's like a little movie
to tell you the back-story."
1547.752,1549.855,"My name is Nigel Billingsly,"
1549.856,1552.356,Jumanji field guide.
1552.358,1554.425,"I was hired
by your former partner,"
1554.427,1557.059,"now nemesis,
Professor Russel Van Pelt"
1557.061,1558.799,to lead a fateful expedition.
1562.501,1564.567,"You see, Professor Van Pelt"
1564.569,1566.904,"had come in search
of the fabled Jaguar Shrine,"
1566.905,1570.575,"resting place
of the sacred jewel of Jumanji."
1570.576,1572.608,"As you know better than anyone,"
1572.611,1574.443,"the jewel was his
great obsession."
1574.445,1576.645,"And after years of research,
he believed"
1576.647,1578.647,"that he had discovered
its whereabouts."
1578.651,1580.417,Could it be?
1580.421,1582.52,Have I finally found it?
1582.522,1585.723,"Van Pelt told me that
he wanted to find the jewel"
1585.726,1588.426,"in order to document it
in his writings."
1590.663,1592.997,"- It's real!
- What I did not know"
1592.999,1596.837,"was that he intended
to take the jewel for himself."
1605.779,1608.413,I found it.
1608.414,1612.551,I found it!
1614.087,1617.557,"Legend tells that the
Jaguar watches over Jumanji"
1617.558,1619.723,"and anyone who dares
to blind him"
1619.726,1623.298,"will be consumed
by a dark power."
1624.43,1626.432,Van Pelt assumed dominion
1626.433,1628.531,"over all of Jumanji's creatures,"
1628.534,1631.837,"possessing them,
controlling them."
1631.838,1636.443,"And a terrible curse befell
this once-placid land."
1637.845,1639.876,"I begged him to put it back,"
1639.878,1642.011,"but once he had it in his grasp,"
1642.013,1645.817,he could never let it go.
1645.818,1648.953,"So I waited
till they slept that night,"
1648.955,1650.692,and I made my move.
1672.546,1674.878,Bring me that jewel!
1674.882,1678.484,"And slaughter anyone
who tries to stop you."
1679.519,1681.557,"Right, then. Here you go."
1682.891,1685.424,"With the invaluable help
of your associates,"
1685.426,1687.192,"you must use your
complementary skills"
1687.194,1689.161,"to return the jewel
to the Jaguar's eye"
1689.163,1691.53,and lift the curse.
1691.532,1693.865,"I'm sure you'll want
to get started right away."
1693.867,1695.767,"- Actually, I think...
- Good luck!"
1695.769,1697.903,"The fate of Jumanji
is in your hands."
1699.839,1701.574,"- What? Oh...
- And remember:"
1701.576,1703.809,"The goal for you,
I'll recite in verse"
1703.811,1706.444,"Return the jewel
and lift the curse"
1706.446,1708.012,If you wish to leave the game
1708.016,1712.585,"You must save Jumanji
And call out its name"
1712.586,1715.555,"Good luck! The fate
of Jumanji is in your hands."
1715.557,1717.888,"- And remember:
- He's saying the same thing over."
1717.892,1719.522,I'll recite in verse
1719.526,1721.66,"Return the jewel
and lift the curse"
1721.662,1722.861,If you wish to leave the game
1722.864,1726.933,"You must save Jumanji
And call out its name"
1729.837,1733.606,"It's okay. You can handle this.
In real life, people love you."
1733.607,1735.14,"You can hook up
with anyone you want."
1735.143,1737.809,"Is that what you tell yourself
when you're scared?"
1737.811,1740.178,"Can you not judge me
for two seconds?"
1740.181,1742.214,"I split up with Noah,
I turned into a guy,"
1742.218,1744.951,"and I cannot find my phone.
I am allowed to be upset."
