start_time,end_time,text
1127.915,1132.085,"The hat shrunk, the fibers
fused to my hair. Ow."
1132.295,1134.664,"Baby, wait a minute. I'm getting it now."
1134.834,1136.624,I'm getting it. One more.
1139.214,1140.754,"Oh, my God."
1150.103,1153.223,"From now on, this family
does exactly what I say,"
1153.393,1155.813,"when, exactly when, I say it!"
1155.983,1158.483,"- Here's your hat, Harry.
- Give me that."
1158.733,1160.563,"And right now,"
1160.903,1164.113,we are eating dinner and watching TV.
1166.243,1169.992,Are you ready to get sticky with Mickey?
1171.412,1172.992,Shut your light off.
1174.082,1176.162,I'm just giving it away!
1176.332,1180.332,"But for those idiots out there who don't
know how to play, here's how it goes."
1180.502,1184.841,"For each correct answer, they'll move
one step closer to our cube of cash."
1185.011,1188.931,"Once in our cube of cash, any money
that sticks to your gooey body,"
1189.091,1191.261,you get to take home.
1194.221,1196.061,"Hi, Dad."
1196.231,1197.641,Are you in this family?
1199.101,1200.691,Mm...
1200.861,1202.69,Hello?
1202.86,1205.44,Are you in this family?
1208.45,1211.74,"Dinnertime is family time.
What is this trash you're reading?"
1212.03,1214.2,"It's not trash, Daddy, it's lovely."
1214.37,1216.62,"It's called Moby Dick, by Herman Melville."
1217.54,1218.959,Moby what?
1220.129,1225.419,"- This is filth! Trash! Here.
- It's not mine! It's a library book."
1225.589,1227.129,Trash!
1227.299,1231.509,"I'm fed up with all this reading! You're
a Wormwood, you start acting like one!"
1231.679,1233.009,Sit up and look at the TV.
1233.179,1236.888,"Producers aren't liable for any skin irritation
that may result from playing our game."
1237.058,1239.178,Get real sticky and get cash for free.
1239.348,1242.648,"All right, that's enough. Let's get sticky!"
1280.306,1282.056,I didn't do it.
1282.226,1285.056,"Of course you didn't do it, you little twit."
1285.816,1287.725,I told you that was a cheap set.
1287.895,1291.605,"It's not a cheap set, it's a stolen set."
1291.775,1293.485,Put your light on!
1295.445,1296.485,Bummer.
1296.655,1298.615,Was it magic or coincidence?
1298.785,1300.285,She didn't know.
1300.455,1304.164,"It is said that we humans use
only a tiny portion of our brains."
1304.324,1307.834,"Matilda might never have discovered
her own great strength of mind"
1307.994,1311.664,"were it not for the events that
began on the very next day."
1311.834,1314.254,"I need a car, inexpensive but reliable."
1314.424,1317.094,"- Can you service me?
- In a manner of speaking, yes."
1317.254,1318.674,Welcome to Wormwood Motors.
1318.844,1321.093,"Harry Wormwood, owner, founder, whatever."
1321.263,1325.183,"Agatha Trunchbull, principal,
Crunchem Hall Elementary School."
1325.643,1329.143,"I warn you, sir, I want a tight car,
because I run a tight ship."
1329.313,1333.233,"- Oh, yeah, huh? Well, uh...
- My school is a model of discipline."
1333.403,1336.483,"""Use the rod, beat the
child,"" that's my motto."
1336.653,1338.982,"- Terrific motto.
- You have brats yourself?"
1339.152,1341.572,"Yeah, I got a boy, Mikey,
and one mistake, Matilda."
1341.742,1345.862,"They're all mistakes, children. Filthy,
nasty things. Glad I never was one."
1346.032,1349.452,"Uh-huh. Well, since you're an educator,
I'm gonna make you a great deal."
1349.622,1352.252,"- You had better.
- Let's do business."
1354.082,1355.581,Thank you.
1355.881,1357.331,Enjoy it.
1358.171,1360.591,"- Hey, you, you're going to school.
- I am?"
1360.761,1362.591,First thing tomorrow.
1363.051,1366.801,"Yeah, yeah, okay, okay. You'll get
a real education at this place."
1369.261,1373.43,"Matilda had always wanted to go to
school because she loved to learn."
1373.98,1377.23,"She tried to imagine what her
new school would be like."
1377.4,1379.19,Go ahead.
1379.48,1382.53,"She pictured a lovely building
surrounded by trees"
1382.69,1385.07,and flowers and swings.
1387.32,1389.32,"Well, there was a building"
1389.529,1391.199,and children.
1391.369,1393.999,"So regardless of what
Crunchem Hall looked like,"
1394.159,1395.869,she was happy to be there.
1396.039,1397.369,"Hey, wait up!"
1397.829,1401.879,"After all, any school is better
than no school at all."
1402.759,1404.049,Isn't it?
1438.287,1439.667,"You, detention."
1446.006,1448.086,You're too small. Grow up quicker!
1451.426,1453.306,"Heads up! Shoulders back!
Stomachs in! Stand straight."
1453.466,1454.676,"- Hey.
- Sorry."
1454.846,1455.886,Detention for you.
1456.056,1459.095,"That's okay. It's much
better than being out there."
1459.265,1460.555,Is that my teacher?
1460.725,1463.145,"No, that's the principal, Miss Trunchbull."
1463.315,1465.275,You've gotta be kidding. Uh-uh.
1465.485,1468.065,"You squirts better skedaddle.
I'm not kidding."
1468.235,1471.105,"The Trunchbull likes to snap a whip
in there to see who's trying to hide."
1471.275,1472.815,Stomach in!
1473.535,1475.154,Change those socks! Too pink.
1475.324,1476.904,"- I'm Matilda.
- Lavender."
1477.534,1479.244,"- I'm Hortensia.
- Hi."
1479.534,1483.284,"She doesn't really hit children
with that riding crop, does she?"
1483.454,1485.584,"No, it's mostly for scare."
1485.754,1487.454,What she does is worse.
1487.624,1491.424,"Like yesterday, in the second grade,
the Trunchbull makes a weekly visit"
1491.584,1495.883,"to every classroom to show the teachers
a thing or two about handling kids."
1496.053,1497.463,And Julius Rottwinkle ate...
1497.633,1500.513,"- two M&M's during her lesson.
- And she caught him?"
1500.683,1502.303,Of course.
1508.233,1511.522,"- Was Julius okay?
- After being thrown out the window?"
1511.692,1515.112,"Of course he wasn't okay.
He lived, if that's what you mean."
1515.282,1518.112,The Trunchbull used to be in the Olympics.
1518.282,1521.492,"Shot put, javelin, hammer throw."
1521.662,1522.822,The hammer throw is her specialty.
1522.992,1526.492,"- So she does this all the time?
- Better than being put in the choky."
1526.661,1529.411,"- Choky?
- Yeah, the choky."
1529.581,1532.421,"It's a tall, narrow hole
in the wall behind a door."
1532.581,1535.421,"You have to stand in a drippy
pipe with jagged edges."
1535.591,1538.131,"And the walls have broken
glass and nails sticking out."
1538.301,1541.171,"Get inside, you festering ball of pus!"
1541.341,1543.84,"- She puts kids in there?
- I've been in twice."
1544.01,1546.22,Sometimes she leaves you in there all day.
1546.39,1549.18,"- Didn't you tell your parents?
- They didn't believe me."
1549.39,1551.73,"I mean, would your parents believe it?"
1551.89,1554.69,"""I must obey Miss Trunchbull."""
1555.27,1556.82,No.
1556.98,1559.19,"- Out of my way.
- Here she comes."
1561.029,1565.199,"Ahh, fresh meat."
1571.869,1573.999,Amanda Thripp.
1575.289,1576.709,"Yes, Miss Trunchbull."
1576.999,1579.708,"- What are those?
- What's what, Miss Trunchbull?"
1579.958,1582.718,Hanging down by your ears.
1582.878,1584.378,You mean my pigtails?
1585.928,1589.718,"- Are you a pig, Amanda?
- No, Miss Trunchbull."
1590.178,1592.888,Do I allow pigs in my school?
1593.058,1596.307,My mommy thinks they're sweet.
1596.647,1599.227,Your mommy is a twit!
1600.737,1603.857,"You'll chop those off before
school tomorrow or I will..."
1604.237,1605.607,"- But...
- But?!"
1605.777,1608.487,"- I don't...
- But? Did you say ""but""?"
1609.077,1610.407,"- Hammer throw.
- What?"
1610.747,1612.197,Definitely.
1612.366,1614.406,"I'll give you ""but""!"
1624.336,1627.676,"- Good loft!
- And excellent release."
1631.715,1634.425,"- Think she'll make the fence?
- Gonna be a close one."
1655.824,1658.954,"Quiet! Get to class before
I throw you all in the choky."
1659.624,1661.334,Lavender.
1661.494,1663.084,What's my teacher like?
1663.544,1667.293,"Run, run, run. Faster! Get in."
1667.673,1668.963,Quickly!
1669.133,1671.093,"But Matilda's teacher, Miss Honey,"
1671.253,1673.263,was one of those remarkable people
1673.423,1677.303,"who appreciates every single
child for who she or he is."
1677.473,1679.473,"I scooped these up for you, Miss Honey."
1679.643,1682.972,"Oh, how lovely. Thank you, Amanda."
1683.272,1687.192,"Okay, listen up, everybody.
We have a new student with us today."
1687.352,1690.902,"This is Matilda Wormwood. I'd like
you to sit over here with Lavender."
1691.072,1693.862,"Now, you all remember how scary
your first days at school were."
1694.032,1698.531,"So I'd like you to be especially nice to
Matilda and make her feel welcome?"
1698.701,1700.121,"Could you get her workbook for her, please?"
1700.281,1703.031,"- Yes, Miss Honey.
- You can sit down."
1703.701,1707.161,"Miss Honey was a wonderful
teacher and a friend to everyone."
1707.331,1710.671,"But her life was not as simple
and beautiful as it seemed."
1710.841,1713.671,"Miss Honey had a deep, dark secret."
1713.841,1715.67,"Though it caused her great pain,"
1715.84,1718.93,"she did not let it interfere
with her teaching."
1719.8,1722.85,"Well, Matilda, you've come
on a very good day,"
1723.01,1726.52,"because we're going to review
everything that we've learned so far."
1726.89,1729.85,"Now, it's all right if you don't understand
any of this because you're brand-new."
1730.02,1733.189,"But if you do know an answer,
just raise your hand. Okay?"
1733.569,1736.529,"All right. We've been working
on our two-times tables."
1736.689,1738.779,Would anyone like to demonstrate?
1740.159,1741.449,Okay.
1741.619,1743.699,Let's do some together.
1746.199,1749.039,"- Two times four is?
- Eight."
1749.209,1752.498,"- Two times six is?
- Twelve."
1752.878,1755.168,"- Two times nine is?
- Eighteen."
1755.338,1757.548,Excellent! You've been practicing.
1757.718,1760.048,"Pretty soon you'll be able
to do any multiplication,"
1760.218,1762.798,"whether it's two times seven...
- Fourteen."
1762.968,1766.557,Very good. Or 13 times 379.
1766.717,1770.387,4927.
1771.977,1773.727,I beg your pardon?
1773.897,1776.227,I think that's the answer.
1776.397,1779.737,13 times 379.
1779.897,1781.397,4-9-2-7.
1799.916,1801.585,It is.
1802.425,1804.085,Wow.
1807.715,1810.425,"Matilda, you know how to
multiply big numbers?"
1811.055,1815.055,"I read this book last year on
mathematics at the library."
1817.355,1819.024,You like to read?
1819.184,1821.434,"Oh, yes, I love to read."
1821.734,1823.194,What do you like to read?
1825.064,1829.194,"Everything, but lately I've been
reading Darles Chickens."
1830.444,1834.244,Charles Dickens. I could read him every day.
1835.623,1837.453,So could I.
1840.503,1841.833,"All right, everyone,"
1842.003,1845.503,"take out your workbooks and
let's start with section three."
1853.472,1855.142,I'll be back in a moment.
1867.692,1872.651,"Yippee! Gotcha right in the
neck! And you. Woo-hoo!"
1872.821,1875.661,"Yes! You... Come in, come in,
whoever you are."
1879.491,1881.831,Almost got you.
1882.461,1886.5,"Good to see you, Jen. Good, good, good."
